,bidder_id,bid_count,country_count,ip_count,average_distinct_country_per_auction,average_distinct_dev_per_auction,average_distinct_merc_per_auction,average_bids_per_auction,num_auction,num_auction_won,percentage_win,avg_bids_auction,competitors,outcome
27,cf33d05860b7f7d9af73c6091190b81ektz1j,5571,121,2876,1.7069999999999999,4.989,1.0,32.016999999999996,174,1,0.005747126436781609,0.005371885685192649,99.13793103448276,0.0
28,dadbcec8b02ac75c5935f419b318ceca1wwjw,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,1.860994850627248e-06,1112.0,0.0
29,f63ed13362ce1c80970ba28a095c2bc5kfgmr,68,8,51,1.021,1.383,1.0,1.4469999999999998,47,1,0.02127659574468085,0.001123855485406406,107.12765957446808,0.0
30,fbacab353140582a4b8ae3412eefecbc753vs,188,6,141,1.0,2.141,1.0,2.938,64,0,0.0,0.0005445660706371713,238.734375,0.0
31,222a0e05442fec0af2d20ebdcafe4b28c2pi4,4,3,3,1.0,1.0,1.0,1.0,4,0,0.0,0.00047990401919616085,75.75,0.0
32,29cc13d48af9832e0eb481c8a095fec7mom74,4,1,3,1.0,1.0,1.0,1.0,4,0,0.0,0.00016685437784173864,331.5,0.0
33,2fc0efdb6ff10d51e3a4d979ee52cf07p4068,571,40,430,1.205,2.316,1.0,4.88,117,0,0.0,0.0005771851156998395,144.5042735042735,0.0
34,37ca0d0ded383d709676a4f9729ef39cpjfh4,14,6,14,1.0,1.077,1.0,1.077,13,0,0.0,0.00021333983511878456,181.0,0.0
35,76c85d6bf559bc0323bbe1639d233e88nxy36,6331,50,4079,1.168,5.94,1.0,17.393,364,7,0.019230769230769232,0.005551887036506003,120.00824175824177,0.0
36,8acae9b2e5454fbd92fd0b3d79fe89ad6w2wp,5,2,3,1.0,1.3330000000000002,1.0,1.6669999999999998,3,0,0.0,0.0008762705923589204,139.33333333333334,0.0
37,ad590c59c30187b772258a059d532db42tf4d,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.001223990208078335,128.0,0.0
38,c5c8a28a166913512f5bffa6a49788c5b0uaa,4,3,4,3.0,3.0,1.0,4.0,1,0,0.0,7.443979402508992e-06,1112.0,0.0
39,ee2caa714a2175abb13eb6ef15196368cwc7c,9,4,4,1.125,1.125,1.0,1.125,8,0,0.0,1.3339795723261493e-05,457.0,0.0
40,eebfd257525e52b67969ae9d8760afff12j3d,30,14,26,2.286,3.286,1.0,4.2860000000000005,7,0,0.0,4.971208417912921e-05,335.0,0.0
41,eeda0d135495167db9425fc5fa3a5e3ex2zel,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00026709401709401707,304.0,0.0
42,00a0517965f18610417ee784a05f494d4dw6e,141,16,103,1.0,1.635,1.0,1.905,74,0,0.0,0.00026164748846245917,232.0,0.0
43,1b26a52e1e5980c8487bb35cf5027fdfwfnzp,2,1,2,1.0,1.0,1.0,1.0,2,0,0.0,0.0015349194167306214,50.5,0.0
44,246c55639cf85c682d58cbd2ed6a6563vk2yn,1041,49,790,1.156,3.661,1.0,5.422000000000001,192,0,0.0,0.001205664887702913,169.6875,0.0
45,28a0d5539562290a1a2f63d5b7230db090ys3,122,16,91,1.0,1.9569999999999999,1.0,2.596,47,1,0.02127659574468085,0.000606458283623638,179.9148936170213,0.0
46,3144ea2711bef53de88d89d71acd16c5q0bzh,165,9,138,1.0,1.72,1.0,2.012,82,0,0.0,0.00034370274087312986,224.48780487804882,0.0
47,39802378690e7d0c61d294f5898852b96hsfh,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,4.786383695662578e-06,845.0,0.0
48,4b9bf4cf1085e9d839e833e4b9d40f2a8ps14,16,5,15,1.0,1.0,1.0,1.067,15,0,0.0,9.030211702025589e-05,314.3333333333333,0.0
49,6ed7b95dcea7b359248e9efce91cbb11lm7hf,434,24,316,1.37,3.435,1.0,9.435,46,0,0.0,0.00044225062771056835,204.56521739130437,0.0
50,936a335eab4643c3529968a4d9b0c380esi7q,30,9,23,1.0,1.08,1.0,1.2,25,0,0.0,0.00014431611000736012,268.6,0.0
51,a6bf74b19fcb2687ce345930c4c16d4e2txda,435,43,373,1.436,2.7089999999999996,1.0,3.955,110,1,0.00909090909090909,0.0007368535169086707,135.4181818181818,0.0
52,b725a638efd8d51f66ae2f22ce1df678p9es7,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,3.096166945321692e-05,486.0,0.0
53,cab7ecf98fd0489389a3a8d3961defb3k66og,3,2,2,1.0,1.0,1.0,1.0,3,0,0.0,7.33783387144115e-05,298.6666666666667,0.0
54,01c5692d487454cdbe731df330bef608f48zz,82,5,44,1.0,3.4739999999999998,1.0,4.316,19,0,0.0,0.0010232476883337283,130.78947368421052,0.0
55,2b5c4051f232c4848dbbb477c5ad7f389f4b6,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.007575757575757577,39.0,0.0
56,42025aabb56a61f3bea90d27b283b517dyk4t,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,4.786383695662578e-06,845.0,0.0
57,462df7ecf1d47980dea6a93d44fb408d4u2d5,82,23,75,1.714,3.3810000000000002,1.0,3.905,21,1,0.047619047619047616,0.0006040827151307987,104.71428571428572,0.0
58,4641b5a43c7a2496ef93af2ca590d2c94s20x,39,9,34,1.0,1.114,1.0,1.114,35,0,0.0,0.0002218127218127218,214.9142857142857,0.0
59,4aad6f0ffe775217e4ef8c91d69707545li52,4,2,4,1.0,1.0,1.0,1.0,4,0,0.0,6.622428842002093e-06,580.25,0.0
60,4cf9c56df4594860df56285e9293a7f7evfix,125,10,100,1.262,2.5,1.0,2.9760000000000004,42,1,0.023809523809523808,0.00033875981387180784,176.33333333333337,0.0
61,5686520af5a4215a239418fec906f88e4she5,8,5,8,1.0,1.0,1.0,1.0,8,0,0.0,7.096161863452104e-05,292.375,0.0
62,668d393e858e8126275433046bbd35c6tywop,19988,153,10316,2.318,11.094000000000001,1.0,33.65,594,78,0.13131313131313133,0.03081557675912265,41.58249158249159,0.0
63,7ce3afe39ece9d672e9adcf3dcf2aa44a8r22,6,2,2,1.0,1.0,1.0,1.5,4,0,0.0,0.0009411764705882351,156.0,0.0
64,8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,3,3,3,3.0,3.0,1.0,3.0,1,0,0.0,5.582984551881745e-06,1112.0,0.0
65,8ec8add138ed551bd5a9175eae0cb972ie0pk,82,2,44,1.0,1.9409999999999998,1.0,2.412,34,0,0.0,0.00239318234882092,46.79411764705882,0.0
66,9d98d3f00a0c0bddf35470b0fb735fcdhiriy,603,40,163,2.4930000000000003,4.0,1.0,9.0,67,1,0.01492537313432836,0.0007540129620205048,110.5223880597015,0.0
67,a32cce991a2f597f6e5a02605119f99b1dyq1,10,5,10,1.5,2.5,1.0,2.5,4,0,0.0,1.8358729575913347e-05,412.5,0.0
68,c5dcc8a649adae76ce01a3fa85b68f237ny2r,44,3,29,1.0,1.636,1.0,2.0,22,0,0.0,0.000906394199077126,180.6818181818182,0.0
69,ca76df527977e5168e1b3352cfab2ed9htipb,6,2,4,1.0,1.0,1.0,1.0,6,0,0.0,6.609895012834211e-05,335.1666666666667,0.0
70,e909515a6ae94a86027c717c4085954akbpt2,1088,62,728,1.745,5.206,1.0,6.593999999999999,165,0,0.0,0.0016238490894952785,109.82424242424244,0.0
71,19353c42feb91a216885fe012efdfb11s2iu8,7,1,6,1.0,1.5,1.0,1.75,4,0,0.0,2.88081255375802e-05,426.0,0.0
72,282fe85277f7c07b0ffbc5fed621a02ezp1zr,1700,64,1205,1.4880000000000002,4.159,1.0,10.366,164,1,0.006097560975609756,0.0026612689869801327,114.71951219512195,0.0
73,3d48fb12020c1a81a65fdba2d75caf0d6q2nc,80,2,49,1.033,2.0669999999999997,1.0,2.667,30,0,0.0,0.0012872290785048831,66.0,0.0
74,429b876aa7e2d6741ddf322685363ccchue2v,10,2,9,1.0,1.0,1.0,1.0,10,0,0.0,0.0008938946992044338,156.8,0.0
75,8152c94b639be88e7076f0e32bd70e0eg004b,29,8,28,1.0,1.286,1.0,1.381,21,0,0.0,0.00036447270853494536,132.14285714285714,0.0
76,ca68a41b3a4062f154dc1ae8456cd792d6kp1,21,6,18,1.0,1.056,1.0,1.167,18,0,0.0,0.00021785136312710068,190.05555555555557,0.0
77,caf32bc98f84a47829e76ffe104371f6kphvc,18185,121,6040,1.8980000000000001,10.111,1.0,23.802,764,54,0.07068062827225131,0.007975397969507974,63.36649214659686,0.0
78,d2f0217aa734f025ec008d24d13eca10ntuhf,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00041101520756267986,171.0,0.0
79,d79919e5ba11f26bce5e70f0a4f859e3e4q9y,5013,3,407,1.037,5.617000000000001,1.0,61.888999999999996,81,6,0.07407407407407407,0.015054913043086544,92.85185185185185,0.0
80,ee5afe7f268aaa88598545df890f4e5fzari6,28,5,27,1.0,1.556,1.0,1.556,18,1,0.05555555555555555,3.652100871026058e-05,301.3888888888889,0.0
81,ef905e4d866c43dbc345751e7fabe5a568kjs,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0038167938931297713,42.0,0.0
82,02030ec48b7179a7fd9950fdf546e3feekkye,5,1,4,1.0,1.0,1.0,2.5,2,0,0.0,0.0019716088328075713,84.0,0.0
83,041d869edcadf595b90e3b5248903183pn754,993,13,290,1.0,2.6210000000000004,1.0,9.641,103,1,0.009708737864077669,0.004131165546162551,120.68932038834951,1.0
84,25f59f9da43b6806aaa125fa61974591sacso,5,1,5,1.0,1.25,1.0,1.25,4,0,0.0,9.083840211617144e-06,491.0,0.0
85,50a4bfbac8a9653af4099ec1169f684c2nsgu,4429,37,2705,1.12,6.067,1.0,21.293000000000003,208,2,0.009615384615384616,0.006441001358296516,131.89903846153842,0.0
86,8c2bdb9dd878a811701838002627a056be0ce,2073,21,1100,1.369,10.342,1.0,18.676,111,3,0.027027027027027032,0.004210616114899244,118.09009009009009,0.0
87,abf6c2cd31be1630f5a7a1219935011c3rkqt,163,21,147,1.0270000000000001,1.4180000000000001,1.0,1.482,110,0,0.0,0.0002678057997206933,223.79090909090908,0.0
88,dcac75b5ccc362a66e7f9112f033bdebchxq4,14,2,13,1.0,1.556,1.0,1.556,9,0,0.0,0.00019727200991996396,297.22222222222223,0.0
89,197e90906939267ace2422e78e8e83889znqp,236413,141,109159,1.506,22.641,1.0,205.755,1149,212,0.18450826805918188,0.13983159618098562,70.35770234986946,0.0
90,1dce9aaf9d6b9cba38f9c7489764fe30nlrq2,7,2,6,1.0,1.4,1.0,1.4,5,0,0.0,8.94980438284706e-05,304.4,0.0
91,20d31f20169e8612fe13818891f88a83r66gm,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.001589825119236884,93.0,0.0
92,2e1eb5b56591662fd7ecd7b39621bbcfgd1ks,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00024455857177794083,221.0,0.0
93,3e995d6f9dda5f29c02af4c9fcb94bac0csrw,2759,70,1826,1.113,3.2769999999999997,1.0,4.516,611,12,0.019639934533551555,0.0019094271303365688,103.31423895253685,0.0
94,60edf674563f85b227898f6af0386476efy45,5,3,5,1.0,1.25,1.0,1.25,4,0,0.0,2.3315458148752625e-05,334.75,0.0
95,6a5457f1038c6e1cf9feb57529ce07b2sff4d,8,2,5,1.0,1.167,1.0,1.3330000000000002,6,0,0.0,1.2307294687402407e-05,518.5,0.0
96,876b122982958678f14bb25d887dd79dun3qa,60,3,56,1.0,1.425,1.0,1.5,40,2,0.05,0.0018435445216001965,59.975,0.0
97,8df5d645ed4040b857c121a4459b7976n5u3b,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0003585514521333812,199.0,0.0
98,916aedb8fd708e100318969dfe57a4639hexd,47,9,43,1.3530000000000002,2.529,1.0,2.765,17,0,0.0,0.00021168215249221955,129.76470588235293,0.0
99,a40808ec5bd9d0440585286f1658c3b1ag8dt,267,25,231,1.194,1.9269999999999998,1.0,2.153,124,0,0.0,0.0002030625173972101,219.69354838709683,0.0
100,bb4af76ec92ce75e8abe9a6a481d4314jyo16,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,8.159934720522235e-05,237.0,0.0
101,c1624207d78346c3c58cd44f3d5472fcriae4,12,5,10,1.0,1.091,1.0,1.091,11,0,0.0,0.00018898828272647097,200.63636363636363,0.0
102,f75cc5ec8acf1ad2349e00ffc4b3191a531f3,104,16,78,1.163,1.744,1.0,2.419,43,0,0.0,0.0001336207893391167,198.1627906976744,0.0
103,1dec9ee102b29905e2f59a52fb7429826e8b4,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00022732439190725165,243.0,0.0
104,29544507566320f1125d8e9f9a0ab3f2jswhk,971,41,405,1.383,2.887,1.0,7.301,133,3,0.022556390977443608,0.0016075413722542663,112.76691729323306,0.0
105,2c581ec91825362ab66a7ffa05df5e70hl3h3,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00028710881424059715,109.0,0.0
106,6e8cd4699eedf0075cf5662e1fff3a857bycf,43,6,27,1.0,1.2,1.0,1.433,30,0,0.0,0.0002638360535034973,168.86666666666667,0.0
107,89291354b0939c342be97fa58e018bd89fvcf,46,9,34,1.0590000000000002,1.206,1.0,1.3530000000000002,34,0,0.0,5.9892324017472936e-05,228.70588235294116,0.0
108,898419c2d011d5a822e9ee07c387098ezpc12,3,2,3,1.0,1.5,1.0,1.5,2,0,0.0,0.0005588673621460507,112.5,0.0
109,9fada390b6c53ecb47e6f4eb4353e14f01xu0,102,7,82,1.037,1.611,1.0,1.889,54,2,0.037037037037037035,0.005331103329326296,46.75925925925926,0.0
110,bef84146ac1e2f21e928e06ede1404793bfnx,6,2,6,1.0,1.0,1.0,1.0,6,0,0.0,0.0003069838833461243,248.83333333333331,0.0
111,f0ce8b973cb8d6eef9221fd3d6698fd4kl3g7,8,3,8,1.2,1.4,1.0,1.6,5,0,0.0,7.268432290010448e-05,450.4,0.0
112,0853bead89b03dd38a04d84f4312da7dukglz,4,2,4,1.0,1.0,1.0,1.0,4,0,0.0,0.0004623208506703652,222.25,0.0
113,1e13eba969b6b953688c9e945544ac4741ilj,8,3,7,1.0,1.0,1.0,1.0,8,0,0.0,0.0005796681399898557,153.0,0.0
114,361397432ed35185b5a2789867a859ec42v14,16,7,16,1.0,1.3330000000000002,1.0,1.3330000000000002,12,0,0.0,0.000105839005642542,273.25,0.0
115,6f6e3687f67272b103351641b678225abarzw,91,2,74,1.0,3.8,1.0,4.55,20,0,0.0,0.015776699029126214,30.95,0.0
116,76ab7c99de4a3141bf617bf30bec9feep3zuy,2,2,2,1.0,1.0,1.0,1.0,2,0,0.0,0.0003667705849990831,125.0,0.0
117,84f06d2c69695fe24cd69f8a1aae21a7kozbn,39,3,27,1.0,2.125,1.0,2.438,16,0,0.0,0.0005192246245606561,233.875,0.0
118,a46046f129f3526547aca680877fd8c7e6tfc,3,1,3,1.0,2.0,1.0,3.0,1,0,0.0,5.582984551881745e-06,1112.0,0.0
119,bd8bd6cae40abb19b81b6b6a7775f63e5tk1s,12,4,12,1.5,1.8330000000000002,1.0,2.0,6,0,0.0,4.744433198380567e-05,376.0,0.0
120,cf18f6766fadce944ee74796489c23acmqhpe,6,1,5,1.0,5.0,1.0,6.0,1,0,0.0,1.116596910376349e-05,1112.0,0.0
121,dfd5c9157a0a771f235c32f30aedbf84e2552,150,18,133,1.344,2.066,1.0,2.459,61,0,0.0,0.00015762147098661582,202.55737704918036,0.0
122,e90e4701234b13b7a233a86967436806wqqw4,21603,92,12964,1.228,9.453,1.1740000000000002,25.178,858,26,0.030303030303030307,0.013214622150992792,95.71445221445221,0.0
123,fb7c9b1dcc3b44dd69e42a84406117db4t4mn,25,7,12,1.0,1.5,1.0,1.5630000000000002,16,0,0.0,0.0005699044840084803,123.1875,0.0
124,090c77ac89c7063f0d0ce064ce3cb3afllf5h,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,3.8722168441432724e-05,454.0,0.0
125,1df1dab2eb718c3da3f9a0aa90b93651sxqzo,2,2,2,1.0,1.0,1.0,1.0,2,0,0.0,0.0009136592051164917,80.0,0.0
126,28aa6c505e308e49e586e25e1897ed2axjiy0,14,4,12,1.0,1.077,1.0,1.077,13,0,0.0,0.00015007289254780897,226.9230769230769,0.0
127,6d033ec559ea79a8ffb90d80e0b24e93j82av,264,30,234,1.35,2.983,1.0,4.4,60,0,0.0,0.0004993795587300626,170.26666666666668,0.0
128,77b342f0d8769898619a935e267eaad25rubb,10,5,9,1.0,1.125,1.0,1.25,8,0,0.0,0.00013721373783943247,207.125,0.0
129,8cb96eaadc11cf4f914bad84518632e7czdyl,2500,7,1176,1.0,10.868,1.0,21.93,114,16,0.14035087719298245,0.034225946005147584,39.64035087719298,0.0
130,a3d0a600cdb44f03d58f27b19247cd0d4az4k,3,3,3,1.0,1.0,1.0,1.0,3,0,0.0,0.00011266759304465394,191.66666666666663,0.0
131,c6f07c222aa3a9d35b0e01f8959ffd21oownr,7,2,7,1.0,1.4,1.0,1.4,5,0,0.0,0.00010634580617717212,356.8,0.0
132,eea79e1bfc21ff1b9572213e540e1252s5iuy,98,17,80,1.0,1.192,1.0,1.256,78,0,0.0,0.000447451807613986,184.91025641025644,0.0
133,292dedb5371b8e0ebbeea57f14b35713e2ie2,3,2,3,2.0,3.0,1.0,3.0,1,0,0.0,5.582984551881745e-06,1112.0,0.0
134,3a5420301c0dacbc5675f6f09aac0143tuodl,10799,106,6938,1.6440000000000001,4.667,1.0,30.249000000000002,357,6,0.01680672268907563,0.005770635539398655,112.48739495798321,0.0
135,4985bdbf8710c33fd7c9d4771db7c690mcbyr,5,1,5,1.0,1.25,1.0,1.25,4,0,0.0,0.00011124212961932945,367.75,0.0
136,75339aea3f29d7d9a8d67ed3fe1c89c3owsq5,22260,47,10802,1.493,19.635,1.0,78.936,282,42,0.14893617021276595,0.05381074861242724,49.09929078014184,0.0
137,86e50263881b0d382b55777185eb648aagh1g,730,31,549,1.396,4.5,1.0,7.604,96,4,0.04166666666666666,0.001271238830947874,133.89583333333334,0.0
138,a0d080012ab98513e39234e4545e93be17tt5,2,1,2,1.0,1.0,1.0,1.0,2,0,0.0,0.0004512635379061372,82.5,0.0
139,ff12cd48c7de8ffb8b2099f262ce03980dqqz,4,1,4,1.0,1.0,1.0,1.0,4,0,0.0,0.0005871128724497284,45.75,0.0
140,260568e07963ce8351f3313bd7b9b0e2vonva,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,1.860994850627248e-06,1112.0,0.0
141,2daa71f0d138b8c2d61583d3b98a25e1mjp9c,2,2,2,1.0,1.0,1.0,1.0,2,0,0.0,3.069980198627719e-05,385.5,0.0
142,5e8bf58291656ddd5fd2f71825565446aiopv,2210,83,1799,2.707,10.467,1.0,24.022,92,1,0.010869565217391304,0.006272208157843949,81.47826086956522,0.0
143,ec96b5b27dc870c8f59ef11b7371b06eenaox,98,16,78,1.044,1.294,1.0,1.4409999999999998,68,0,0.0,0.00032003239511591377,137.0,0.0
144,08515611e73803dc6d8c562b8514dfb5qi3z9,297,27,210,1.1909999999999998,2.779,1.0,4.368,68,1,0.014705882352941175,0.0005149062766555017,188.4705882352941,0.0
145,098bfc9c440f9ba9e6371f774ec6a36fa0sq6,4,2,4,1.3330000000000002,1.3330000000000002,1.0,1.3330000000000002,3,0,0.0,1.8908595847672352e-05,370.0,0.0
146,48044b1b1f47f168864bc7c4a58a65ecmt187,19,3,15,1.0,1.133,1.0,1.2670000000000001,15,0,0.0,0.00014197221827854948,285.8,0.0
147,762046a235e00ec6521ba71aaa1450c28ijkz,239,9,12,1.0,1.038,1.0,9.192,26,1,0.038461538461538464,0.0019998661177494394,133.0769230769231,0.0
148,97f541ffdcbd1ee34610e3099c5df42acfvcd,1589,2,225,1.0,41.888999999999996,1.0,176.55599999999998,9,0,0.0,0.0047878751355911785,423.22222222222223,0.0
149,a3ef8289a92196b07e2e7371bb111e3aom07k,4,3,4,1.0,1.0,1.0,1.0,4,0,0.0,0.001136040897472309,102.0,0.0
150,a6214d8bf07127661f322afa7c8dae91ypizm,13,5,13,1.0,1.083,1.0,1.083,12,0,0.0,6.949233178846535e-05,296.4166666666667,0.0
151,b416bf88dedd6ccdbc3a2146524500258qdzz,7,2,5,1.0,2.5,1.0,3.5,2,0,0.0,0.001091362644215778,133.0,0.0
152,b5310019f2bbbd975c64dc11189191022k8tj,51,3,44,1.0,1.27,1.0,1.3780000000000001,37,0,0.0,0.00018783907715766332,253.21621621621625,0.0
153,c8b23d6565e11d874e221f41440ffd25mrucd,123,10,109,1.037,2.593,1.0,4.556,27,0,0.0,0.0007088274955914387,225.22222222222226,0.0
154,f7e3635c9a532fb9a60d6eda6eb7c7de3uqs2,71,2,8,1.0,1.5119999999999998,1.0,1.732,41,5,0.12195121951219512,0.0016892695693552224,42.512195121951216,0.0
155,01f498a0992d280de63ec346692efb2blckg2,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,0.00028401022436807724,212.0,0.0
156,042780ee9a3730703e35340c575c3cbb7zjwk,4,3,3,1.0,1.3330000000000002,1.0,1.3330000000000002,3,0,0.0,0.0012391573729863693,75.33333333333333,0.0
157,0e5ec5baf2e15afdbf5212d8461e1ad9h3kr0,46,16,41,1.167,1.4,1.0,1.5330000000000001,30,0,0.0,0.0003120399953872349,120.3,0.0
158,30da67f34e3cc215b3bdad588410fab5655fx,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,4.786383695662578e-06,845.0,0.0
159,4731be79b5c7e894dabe5986e747b97bd6yxh,2,2,2,1.0,1.0,1.0,1.0,2,0,0.0,7.956398933842543e-05,252.5,0.0
160,59d96b423ea3ed56611686300b681f3defm4n,71,17,64,1.3330000000000002,2.5,1.0,2.958,24,0,0.0,0.0002079002079002079,171.33333333333334,0.0
161,bea63152ca4d99f549999ca57b93d015z9kyh,68,12,60,2.0,5.143,1.0,9.714,7,0,0.0,0.0001261370887559915,208.57142857142856,0.0
162,c36fad0b52a6be6ec32cc5530c0a2aednea6k,8215,92,5364,1.3880000000000001,7.3020000000000005,1.0,13.853,593,9,0.01517706576728499,0.006136490793769837,97.40303541315346,0.0
163,d056594c1d7976b6ad4ba23e2b4cea19l2i0t,3557,73,2355,1.516,5.331,1.0,10.076,353,3,0.0084985835694051,0.0017552083847345722,134.93767705382436,0.0
164,ddc6dc00f416ce10f23b57ebf758c2eeawzjw,20,2,17,1.0,1.385,1.0,1.538,13,0,0.0,0.0001339764201500536,258.23076923076917,0.0
165,f05dfdaa2f67b190f3a79a5a2d5daf9coikow,1,1,1,1.0,1.0,1.0,1.0,1,0,0.0,3.8722168441432724e-05,454.0,0.0
166,1bb03cdb913f203f704caf8bf6840b6fbpigb,536,1,394,1.0,15.1,1.0,26.8,20,0,0.0,0.010910497282553382,51.25,0.0
167,213a7fb31eef8b38a23ad6b0bf2c7fd0dx3vk,22,9,22,1.0,1.048,1.0,1.048,21,0,0.0,0.0001034928848641656,269.5238095238095,0.0
168,45e4c7fe66077b5b7b338f19f476f9d85jlk0,5,5,5,5.0,5.0,1.0,5.0,1,0,0.0,9.304974253136242e-06,1112.0,0.0
